timestamp,engine,ctx_len,past_len,run_id,inference_idx,latency_ms,compute_ms
2026-02-18T21:17:15.256633Z,../engines/gpt2-medium-with-past.plan,27,26,0,55,0.00000,2.33679
2026-02-18T21:17:15.256641Z,../engines/gpt2-medium-with-past.plan,27,26,0,56,0.00000,2.62183
2026-02-18T21:17:15.256650Z,../engines/gpt2-medium-with-past.plan,27,26,0,57,0.00000,2.75662
2026-02-18T21:17:15.256659Z,../engines/gpt2-medium-with-past.plan,27,26,0,58,0.00000,2.33011
2026-02-18T21:17:15.256668Z,../engines/gpt2-medium-with-past.plan,27,26,0,59,0.00000,2.32590
2026-02-18T21:17:15.256676Z,../engines/gpt2-medium-with-past.plan,27,26,0,60,0.00000,2.32755
2026-02-18T21:17:15.256685Z,../engines/gpt2-medium-with-past.plan,27,26,0,61,0.00000,2.32593
2026-02-18T21:17:15.256698Z,../engines/gpt2-medium-with-past.plan,27,26,0,62,0.00000,2.34583
2026-02-18T21:17:15.256706Z,../engines/gpt2-medium-with-past.plan,27,26,0,63,0.00000,2.65186
2026-02-18T21:17:15.256715Z,../engines/gpt2-medium-with-past.plan,27,26,0,64,0.00000,2.77298
2026-02-18T21:17:15.256724Z,../engines/gpt2-medium-with-past.plan,27,26,0,65,0.00000,2.32672
2026-02-18T21:17:15.256733Z,../engines/gpt2-medium-with-past.plan,27,26,0,66,0.00000,2.32401
2026-02-18T21:17:15.256741Z,../engines/gpt2-medium-with-past.plan,27,26,0,67,0.00000,2.32654
2026-02-18T21:17:15.256750Z,../engines/gpt2-medium-with-past.plan,27,26,0,68,0.00000,2.32794
2026-02-18T21:17:15.256758Z,../engines/gpt2-medium-with-past.plan,27,26,0,69,0.00000,2.58078
2026-02-18T21:17:15.256767Z,../engines/gpt2-medium-with-past.plan,27,26,0,70,0.00000,2.80481
2026-02-18T21:17:15.256776Z,../engines/gpt2-medium-with-past.plan,27,26,0,71,0.00000,2.32806
2026-02-18T21:17:15.256784Z,../engines/gpt2-medium-with-past.plan,27,26,0,72,0.00000,2.32639
2026-02-18T21:17:15.256793Z,../engines/gpt2-medium-with-past.plan,27,26,0,73,0.00000,2.32959
2026-02-18T21:17:15.256802Z,../engines/gpt2-medium-with-past.plan,27,26,0,74,0.00000,2.32867
2026-02-18T21:17:15.256810Z,../engines/gpt2-medium-with-past.plan,27,26,0,75,0.00000,2.32474
2026-02-18T21:17:15.256820Z,../engines/gpt2-medium-with-past.plan,27,26,0,76,0.00000,2.58459
2026-02-18T21:17:15.256828Z,../engines/gpt2-medium-with-past.plan,27,26,0,77,0.00000,2.80444
2026-02-18T21:17:15.256837Z,../engines/gpt2-medium-with-past.plan,27,26,0,78,0.00000,2.32828
2026-02-18T21:17:15.256846Z,../engines/gpt2-medium-with-past.plan,27,26,0,79,0.00000,2.32956
2026-02-18T21:17:15.256854Z,../engines/gpt2-medium-with-past.plan,27,26,0,80,0.00000,2.32626
2026-02-18T21:17:15.256863Z,../engines/gpt2-medium-with-past.plan,27,26,0,81,0.00000,2.32446
2026-02-18T21:17:15.256872Z,../engines/gpt2-medium-with-past.plan,27,26,0,82,0.00000,2.32681
2026-02-18T21:17:15.256882Z,../engines/gpt2-medium-with-past.plan,27,26,0,83,0.00000,2.58246
2026-02-18T21:17:15.256891Z,../engines/gpt2-medium-with-past.plan,27,26,0,84,0.00000,2.75430
2026-02-18T21:17:15.256901Z,../engines/gpt2-medium-with-past.plan,27,26,0,85,0.00000,2.32816
2026-02-18T21:17:15.256909Z,../engines/gpt2-medium-with-past.plan,27,26,0,86,0.00000,2.32504
2026-02-18T21:17:15.256963Z,../engines/gpt2-medium-with-past.plan,27,26,0,87,0.00000,2.32449
2026-02-18T21:17:15.256977Z,../engines/gpt2-medium-with-past.plan,27,26,0,88,0.00000,2.32614
2026-02-18T21:17:15.256988Z,../engines/gpt2-medium-with-past.plan,27,26,0,89,0.00000,2.32486
2026-02-18T21:17:15.257000Z,../engines/gpt2-medium-with-past.plan,27,26,0,90,0.00000,2.62698
2026-02-18T21:17:15.257014Z,../engines/gpt2-medium-with-past.plan,27,26,0,91,0.00000,2.79990
2026-02-18T21:17:15.257027Z,../engines/gpt2-medium-with-past.plan,27,26,0,92,0.00000,2.32651
2026-02-18T21:17:15.257040Z,../engines/gpt2-medium-with-past.plan,27,26,0,93,0.00000,2.32675
2026-02-18T21:17:15.257053Z,../engines/gpt2-medium-with-past.plan,27,26,0,94,0.00000,2.32446
2026-02-18T21:17:15.257066Z,../engines/gpt2-medium-with-past.plan,27,26,0,95,0.00000,2.32358
2026-02-18T21:17:15.257078Z,../engines/gpt2-medium-with-past.plan,27,26,0,96,0.00000,2.33063
2026-02-18T21:17:15.257090Z,../engines/gpt2-medium-with-past.plan,27,26,0,97,0.00000,2.62759
2026-02-18T21:17:15.257102Z,../engines/gpt2-medium-with-past.plan,27,26,0,98,0.00000,2.80179
2026-02-18T21:17:15.257112Z,../engines/gpt2-medium-with-past.plan,27,26,0,99,0.00000,2.32651
2026-02-18T21:17:15.257120Z,../engines/gpt2-medium-with-past.plan,27,26,0,100,0.00000,2.32455
2026-02-18T21:17:15.257129Z,../engines/gpt2-medium-with-past.plan,27,26,0,101,0.00000,2.32733
2026-02-18T21:17:15.257138Z,../engines/gpt2-medium-with-past.plan,27,26,0,102,0.00000,2.32697
2026-02-18T21:17:15.257147Z,../engines/gpt2-medium-with-past.plan,27,26,0,103,0.00000,2.57953
2026-02-18T21:17:15.257156Z,../engines/gpt2-medium-with-past.plan,27,26,0,104,0.00000,2.80344
2026-02-18T21:17:15.257164Z,../engines/gpt2-medium-with-past.plan,27,26,0,105,0.00000,2.32257
2026-02-18T21:17:15.257173Z,../engines/gpt2-medium-with-past.plan,27,26,0,106,0.00000,2.32892
2026-02-18T21:17:15.257181Z,../engines/gpt2-medium-with-past.plan,27,26,0,107,0.00000,2.32452
2026-02-18T21:17:15.257202Z,../engines/gpt2-medium-with-past.plan,27,26,0,108,0.00000,2.32654
2026-02-18T21:17:15.257214Z,../engines/gpt2-medium-with-past.plan,27,26,0,109,0.00000,2.32245
2026-02-18T21:17:15.257226Z,../engines/gpt2-medium-with-past.plan,27,26,0,110,0.00000,2.34702
2026-02-18T21:17:15.257235Z,../engines/gpt2-medium-with-past.plan,27,26,0,111,0.00000,3.13547
2026-02-18T21:17:15.257244Z,../engines/gpt2-medium-with-past.plan,27,26,0,112,0.00000,2.33063
2026-02-18T21:17:15.257254Z,../engines/gpt2-medium-with-past.plan,27,26,0,113,0.00000,2.32629
2026-02-18T21:17:15.257263Z,../engines/gpt2-medium-with-past.plan,27,26,0,114,0.00000,2.32294
2026-02-18T21:17:15.257272Z,../engines/gpt2-medium-with-past.plan,27,26,0,115,0.00000,2.32242
2026-02-18T21:17:15.257280Z,../engines/gpt2-medium-with-past.plan,27,26,0,116,0.00000,2.32639
2026-02-18T21:17:15.257289Z,../engines/gpt2-medium-with-past.plan,27,26,0,117,0.00000,2.68051
2026-02-18T21:17:15.257297Z,../engines/gpt2-medium-with-past.plan,27,26,0,118,0.00000,2.80072
2026-02-18T21:17:15.257306Z,../engines/gpt2-medium-with-past.plan,27,26,0,119,0.00000,2.32651
2026-02-18T21:17:15.257315Z,../engines/gpt2-medium-with-past.plan,27,26,0,120,0.00000,2.32510
2026-02-18T21:17:15.257323Z,../engines/gpt2-medium-with-past.plan,27,26,0,121,0.00000,2.32358
2026-02-18T21:17:15.257332Z,../engines/gpt2-medium-with-past.plan,27,26,0,122,0.00000,2.32507
2026-02-18T21:17:15.257341Z,../engines/gpt2-medium-with-past.plan,27,26,0,123,0.00000,2.32788
2026-02-18T21:17:15.257349Z,../engines/gpt2-medium-with-past.plan,27,26,0,124,0.00000,2.62845
2026-02-18T21:17:15.257358Z,../engines/gpt2-medium-with-past.plan,27,26,0,125,0.00000,2.80145
2026-02-18T21:17:15.257366Z,../engines/gpt2-medium-with-past.plan,27,26,0,126,0.00000,2.32837
2026-02-18T21:17:15.257375Z,../engines/gpt2-medium-with-past.plan,27,26,0,127,0.00000,2.32507
2026-02-18T21:17:15.257383Z,../engines/gpt2-medium-with-past.plan,27,26,0,128,0.00000,2.32465
2026-02-18T21:17:15.257392Z,../engines/gpt2-medium-with-past.plan,27,26,0,129,0.00000,2.32428
2026-02-18T21:17:15.257400Z,../engines/gpt2-medium-with-past.plan,27,26,0,130,0.00000,2.32898
2026-02-18T21:17:15.257409Z,../engines/gpt2-medium-with-past.plan,27,26,0,131,0.00000,2.58673
2026-02-18T21:17:15.257418Z,../engines/gpt2-medium-with-past.plan,27,26,0,132,0.00000,2.80188
2026-02-18T21:17:15.257426Z,../engines/gpt2-medium-with-past.plan,27,26,0,133,0.00000,2.32245
2026-02-18T21:17:15.257435Z,../engines/gpt2-medium-with-past.plan,27,26,0,134,0.00000,2.32245
2026-02-18T21:17:15.257443Z,../engines/gpt2-medium-with-past.plan,27,26,0,135,0.00000,2.32245
2026-02-18T21:17:15.257452Z,../engines/gpt2-medium-with-past.plan,27,26,0,136,0.00000,2.32526
2026-02-18T21:17:15.257460Z,../engines/gpt2-medium-with-past.plan,27,26,0,137,0.00000,2.71973
2026-02-18T21:17:15.257469Z,../engines/gpt2-medium-with-past.plan,27,26,0,138,0.00000,2.72791
2026-02-18T21:17:15.257477Z,../engines/gpt2-medium-with-past.plan,27,26,0,139,0.00000,2.32654
2026-02-18T21:17:15.257486Z,../engines/gpt2-medium-with-past.plan,27,26,0,140,0.00000,2.32861
2026-02-18T21:17:15.257495Z,../engines/gpt2-medium-with-past.plan,27,26,0,141,0.00000,2.32343
2026-02-18T21:17:15.257503Z,../engines/gpt2-medium-with-past.plan,27,26,0,142,0.00000,2.32812
2026-02-18T21:17:15.257512Z,../engines/gpt2-medium-with-past.plan,27,26,0,143,0.00000,2.32251
2026-02-18T21:17:15.257521Z,../engines/gpt2-medium-with-past.plan,27,26,0,144,0.00000,2.34113
2026-02-18T21:17:15.257529Z,../engines/gpt2-medium-with-past.plan,27,26,0,145,0.00000,2.61108
2026-02-18T21:17:15.257538Z,../engines/gpt2-medium-with-past.plan,27,26,0,146,0.00000,2.79773
2026-02-18T21:17:15.257546Z,../engines/gpt2-medium-with-past.plan,27,26,0,147,0.00000,2.32367
2026-02-18T21:17:15.257555Z,../engines/gpt2-medium-with-past.plan,27,26,0,148,0.00000,2.32654
2026-02-18T21:17:15.257563Z,../engines/gpt2-medium-with-past.plan,27,26,0,149,0.00000,2.32672
2026-02-18T21:17:15.257572Z,../engines/gpt2-medium-with-past.plan,27,26,0,150,0.00000,2.32416
2026-02-18T21:17:15.257581Z,../engines/gpt2-medium-with-past.plan,27,26,0,151,0.00000,2.58417
2026-02-18T21:17:15.257590Z,../engines/gpt2-medium-with-past.plan,27,26,0,152,0.00000,2.75806
2026-02-18T21:17:15.257598Z,../engines/gpt2-medium-with-past.plan,27,26,0,153,0.00000,2.32898
2026-02-18T21:17:15.257607Z,../engines/gpt2-medium-with-past.plan,27,26,0,154,0.00000,2.32654
2026-02-18T21:17:15.257615Z,../engines/gpt2-medium-with-past.plan,27,26,0,155,0.00000,2.32385
2026-02-18T21:17:15.257624Z,../engines/gpt2-medium-with-past.plan,27,26,0,156,0.00000,2.32385
2026-02-18T21:17:15.257632Z,../engines/gpt2-medium-with-past.plan,27,26,0,157,0.00000,2.32825
2026-02-18T21:17:15.257641Z,../engines/gpt2-medium-with-past.plan,27,26,0,158,0.00000,2.62762
2026-02-18T21:17:15.257649Z,../engines/gpt2-medium-with-past.plan,27,26,0,159,0.00000,2.80170
2026-02-18T21:17:15.257658Z,../engines/gpt2-medium-with-past.plan,27,26,0,160,0.00000,2.32642
2026-02-18T21:17:15.257666Z,../engines/gpt2-medium-with-past.plan,27,26,0,161,0.00000,2.32446
2026-02-18T21:17:15.257675Z,../engines/gpt2-medium-with-past.plan,27,26,0,162,0.00000,2.32654
2026-02-18T21:17:15.257684Z,../engines/gpt2-medium-with-past.plan,27,26,0,163,0.00000,2.32404
2026-02-18T21:17:15.257693Z,../engines/gpt2-medium-with-past.plan,27,26,0,164,0.00000,2.32123
2026-02-18T21:17:15.257701Z,../engines/gpt2-medium-with-past.plan,27,26,0,165,0.00000,2.63593
2026-02-18T21:17:15.257710Z,../engines/gpt2-medium-with-past.plan,27,26,0,166,0.00000,2.79962
2026-02-18T21:17:15.257719Z,../engines/gpt2-medium-with-past.plan,27,26,0,167,0.00000,2.32574
2026-02-18T21:17:15.257727Z,../engines/gpt2-medium-with-past.plan,27,26,0,168,0.00000,2.33081
2026-02-18T21:17:15.257736Z,../engines/gpt2-medium-with-past.plan,27,26,0,169,0.00000,2.32843
2026-02-18T21:17:15.257744Z,../engines/gpt2-medium-with-past.plan,27,26,0,170,0.00000,2.32880
2026-02-18T21:17:15.257753Z,../engines/gpt2-medium-with-past.plan,27,26,0,171,0.00000,2.32861
2026-02-18T21:17:15.257761Z,../engines/gpt2-medium-with-past.plan,27,26,0,172,0.00000,3.18671
2026-02-18T21:17:15.257798Z,../engines/gpt2-medium-with-past.plan,27,26,0,173,0.00000,2.33234
2026-02-18T21:17:15.257811Z,../engines/gpt2-medium-with-past.plan,27,26,0,174,0.00000,2.33179
2026-02-18T21:17:15.257825Z,../engines/gpt2-medium-with-past.plan,27,26,0,175,0.00000,2.33063
2026-02-18T21:17:15.257838Z,../engines/gpt2-medium-with-past.plan,27,26,0,176,0.00000,2.33563
2026-02-18T21:17:15.257851Z,../engines/gpt2-medium-with-past.plan,27,26,0,177,0.00000,2.33020
2026-02-18T21:17:15.257864Z,../engines/gpt2-medium-with-past.plan,27,26,0,178,0.00000,2.35339
2026-02-18T21:17:15.257879Z,../engines/gpt2-medium-with-past.plan,27,26,0,179,0.00000,2.57629
2026-02-18T21:17:15.257892Z,../engines/gpt2-medium-with-past.plan,27,26,0,180,0.00000,2.76276
2026-02-18T21:17:15.257905Z,../engines/gpt2-medium-with-past.plan,27,26,0,181,0.00000,2.33618
2026-02-18T21:17:15.257915Z,../engines/gpt2-medium-with-past.plan,27,26,0,182,0.00000,2.32941
2026-02-18T21:17:15.257924Z,../engines/gpt2-medium-with-past.plan,27,26,0,183,0.00000,2.33270
2026-02-18T21:17:15.257932Z,../engines/gpt2-medium-with-past.plan,27,26,0,184,0.00000,2.32990
2026-02-18T21:17:15.257941Z,../engines/gpt2-medium-with-past.plan,27,26,0,185,0.00000,2.58679
2026-02-18T21:17:15.257950Z,../engines/gpt2-medium-with-past.plan,27,26,0,186,0.00000,2.76624
2026-02-18T21:17:15.257958Z,../engines/gpt2-medium-with-past.plan,27,26,0,187,0.00000,2.33679
2026-02-18T21:17:15.257967Z,../engines/gpt2-medium-with-past.plan,27,26,0,188,0.00000,2.33636
2026-02-18T21:17:15.257976Z,../engines/gpt2-medium-with-past.plan,27,26,0,189,0.00000,2.33276
2026-02-18T21:17:15.257984Z,../engines/gpt2-medium-with-past.plan,27,26,0,190,0.00000,2.33453
2026-02-18T21:17:15.257993Z,../engines/gpt2-medium-with-past.plan,27,26,0,191,0.00000,2.33557
2026-02-18T21:17:15.258002Z,../engines/gpt2-medium-with-past.plan,27,26,0,192,0.00000,2.62054
2026-02-18T21:17:15.258010Z,../engines/gpt2-medium-with-past.plan,27,26,0,193,0.00000,2.80597
2026-02-18T21:17:15.258019Z,../engines/gpt2-medium-with-past.plan,27,26,0,194,0.00000,2.33588
2026-02-18T21:17:15.258027Z,../engines/gpt2-medium-with-past.plan,27,26,0,195,0.00000,2.33453
2026-02-18T21:17:15.258036Z,../engines/gpt2-medium-with-past.plan,27,26,0,196,0.00000,2.33490
2026-02-18T21:17:15.258045Z,../engines/gpt2-medium-with-past.plan,27,26,0,197,0.00000,2.33063
2026-02-18T21:17:15.258053Z,../engines/gpt2-medium-with-past.plan,27,26,0,198,0.00000,2.33185
2026-02-18T21:17:15.258062Z,../engines/gpt2-medium-with-past.plan,27,26,0,199,0.00000,2.63367
2026-02-18T21:17:16.975412Z,../engines/gpt2-medium-with-past.plan,27,26,1,0,0.00000,2.32832
2026-02-18T21:17:16.975452Z,../engines/gpt2-medium-with-past.plan,27,26,1,1,0.00000,2.32550
2026-02-18T21:17:16.975464Z,../engines/gpt2-medium-with-past.plan,27,26,1,2,0.00000,2.32527
2026-02-18T21:17:16.975473Z,../engines/gpt2-medium-with-past.plan,27,26,1,3,0.00000,2.32538
2026-02-18T21:17:16.975482Z,../engines/gpt2-medium-with-past.plan,27,26,1,4,0.00000,2.67590
2026-02-18T21:17:16.975492Z,../engines/gpt2-medium-with-past.plan,27,26,1,5,0.00000,2.99405
2026-02-18T21:17:16.975500Z,../engines/gpt2-medium-with-past.plan,27,26,1,6,0.00000,2.94237
2026-02-18T21:17:16.975509Z,../engines/gpt2-medium-with-past.plan,27,26,1,7,0.00000,2.33224
2026-02-18T21:17:16.975518Z,../engines/gpt2-medium-with-past.plan,27,26,1,8,0.00000,2.32664
2026-02-18T21:17:16.975527Z,../engines/gpt2-medium-with-past.plan,27,26,1,9,0.00000,2.32448
2026-02-18T21:17:16.975535Z,../engines/gpt2-medium-with-past.plan,27,26,1,10,0.00000,2.32448
2026-02-18T21:17:16.975544Z,../engines/gpt2-medium-with-past.plan,27,26,1,11,0.00000,2.88963
2026-02-18T21:17:16.975553Z,../engines/gpt2-medium-with-past.plan,27,26,1,12,0.00000,3.16983
2026-02-18T21:17:16.975561Z,../engines/gpt2-medium-with-past.plan,27,26,1,13,0.00000,2.32724
2026-02-18T21:17:16.975570Z,../engines/gpt2-medium-with-past.plan,27,26,1,14,0.00000,2.32652
2026-02-18T21:17:16.975579Z,../engines/gpt2-medium-with-past.plan,27,26,1,15,0.00000,2.32243
2026-02-18T21:17:16.975588Z,../engines/gpt2-medium-with-past.plan,27,26,1,16,0.00000,2.32449
2026-02-18T21:17:16.975596Z,../engines/gpt2-medium-with-past.plan,27,26,1,17,0.00000,2.86864
2026-02-18T21:17:16.975605Z,../engines/gpt2-medium-with-past.plan,27,26,1,18,0.00000,3.18039
2026-02-18T21:17:16.975613Z,../engines/gpt2-medium-with-past.plan,27,26,1,19,0.00000,2.33072
2026-02-18T21:17:16.975622Z,../engines/gpt2-medium-with-past.plan,27,26,1,20,0.00000,2.33188
2026-02-18T21:17:16.975631Z,../engines/gpt2-medium-with-past.plan,27,26,1,21,0.00000,2.32318
2026-02-18T21:17:16.975639Z,../engines/gpt2-medium-with-past.plan,27,26,1,22,0.00000,2.32498
2026-02-18T21:17:16.975648Z,../engines/gpt2-medium-with-past.plan,27,26,1,23,0.00000,2.32651
2026-02-18T21:17:16.975657Z,../engines/gpt2-medium-with-past.plan,27,26,1,24,0.00000,3.85638
2026-02-18T21:17:16.975666Z,../engines/gpt2-medium-with-past.plan,27,26,1,25,0.00000,2.33173
2026-02-18T21:17:16.975674Z,../engines/gpt2-medium-with-past.plan,27,26,1,26,0.00000,2.32993
2026-02-18T21:17:16.975683Z,../engines/gpt2-medium-with-past.plan,27,26,1,27,0.00000,2.32504
2026-02-18T21:17:16.975691Z,../engines/gpt2-medium-with-past.plan,27,26,1,28,0.00000,2.32516
2026-02-18T21:17:16.975700Z,../engines/gpt2-medium-with-past.plan,27,26,1,29,0.00000,2.32657
2026-02-18T21:17:16.975709Z,../engines/gpt2-medium-with-past.plan,27,26,1,30,0.00000,2.33527
2026-02-18T21:17:16.975717Z,../engines/gpt2-medium-with-past.plan,27,26,1,31,0.00000,2.90475
2026-02-18T21:17:16.975726Z,../engines/gpt2-medium-with-past.plan,27,26,1,32,0.00000,3.17587
2026-02-18T21:17:16.975735Z,../engines/gpt2-medium-with-past.plan,27,26,1,33,0.00000,2.32938
2026-02-18T21:17:16.975743Z,../engines/gpt2-medium-with-past.plan,27,26,1,34,0.00000,2.32639
2026-02-18T21:17:16.975752Z,../engines/gpt2-medium-with-past.plan,27,26,1,35,0.00000,2.32242
2026-02-18T21:17:16.975761Z,../engines/gpt2-medium-with-past.plan,27,26,1,36,0.00000,2.32446
2026-02-18T21:17:16.975770Z,../engines/gpt2-medium-with-past.plan,27,26,1,37,0.00000,2.91226
2026-02-18T21:17:16.975778Z,../engines/gpt2-medium-with-past.plan,27,26,1,38,0.00000,3.13370
2026-02-18T21:17:16.975787Z,../engines/gpt2-medium-with-past.plan,27,26,1,39,0.00000,2.32840
2026-02-18T21:17:16.975796Z,../engines/gpt2-medium-with-past.plan,27,26,1,40,0.00000,2.32663
2026-02-18T21:17:16.975804Z,../engines/gpt2-medium-with-past.plan,27,26,1,41,0.00000,2.32397
2026-02-18T21:17:16.975813Z,../engines/gpt2-medium-with-past.plan,27,26,1,42,0.00000,2.32327
2026-02-18T21:17:16.975822Z,../engines/gpt2-medium-with-past.plan,27,26,1,43,0.00000,2.87915
2026-02-18T21:17:16.975830Z,../engines/gpt2-medium-with-past.plan,27,26,1,44,0.00000,3.19168
2026-02-18T21:17:16.975839Z,../engines/gpt2-medium-with-past.plan,27,26,1,45,0.00000,2.33176
2026-02-18T21:17:16.975848Z,../engines/gpt2-medium-with-past.plan,27,26,1,46,0.00000,2.32880
2026-02-18T21:17:16.975856Z,../engines/gpt2-medium-with-past.plan,27,26,1,47,0.00000,2.32513
2026-02-18T21:17:16.975865Z,../engines/gpt2-medium-with-past.plan,27,26,1,48,0.00000,2.32654
2026-02-18T21:17:16.975874Z,../engines/gpt2-medium-with-past.plan,27,26,1,49,0.00000,2.32846
2026-02-18T21:17:16.975883Z,../engines/gpt2-medium-with-past.plan,27,26,1,50,0.00000,3.76831
2026-02-18T21:17:16.975891Z,../engines/gpt2-medium-with-past.plan,27,26,1,51,0.00000,2.33475
2026-02-18T21:17:16.975900Z,../engines/gpt2-medium-with-past.plan,27,26,1,52,0.00000,2.33472
